date,retail_sales,gold_price,gold_price_mom,gold_price_yoy,gold_volatility_1m,gold_volatility_3m,gold_price_30d_avg,gold_price_90d_avg,gold_price_180d_avg,gold_trend,oil_price,oil_price_mom,oil_price_yoy,oil_volatility_1m,oil_volatility_3m,oil_price_30d_avg,oil_price_90d_avg,oil_price_180d_avg,oil_momentum,gdp_growth,inflation,interest_rate,unemployment
1978-02-28,,1852.847,,,,,,,,,,,,,,,,,,,,,
1978-03-31,,2010.3509,8.500642524720071,,,,,,,,,,,,,,,,,,,,
1978-04-28,,1974.92257,-1.762295826066984,,,,,,,,,,,,,,,,,,,,
1978-05-31,,1960.93924,-0.7080444677889375,,,,,,,,,,,,,,,,,,,,
1978-06-30,,2119.44318,8.083062277850072,,,,,,,,,,,,,,,,,,,,
1978-07-31,,2248.88582,6.107389017147402,,,,,,,,,,,,,,,,,,,,
1978-08-31,,2309.70434,2.704384520508918,,,,,,,,,,,,,,,,,,,,
1978-09-29,,2409.83174,4.335074332500932,,,,,,,,,,,,,,,,,,,,
1978-10-31,,2865.02845,18.88914908225088,,,,,,,,,,,,,,,,,,,,
1978-11-30,,3203.9702,11.830310096920682,,,,,,,,,,,,,,,,,,,,
1978-12-29,,3183.4513,-0.6404210625928997,,,,,,,,,,,,,,,,,,,,
1979-01-31,,3731.765640000001,17.22389596473488,,,,,,,,,,,,,,,,,,,,
1979-02-28,,5358.0189,43.578654633842426,189.17762232931264,,,,,,,,,,,,,,,,,,,
1979-03-30,,5286.73887,-1.3303430116679893,162.97592475025132,,,,,,,,,,,,,,,,,,,
1979-04-30,,4511.45048,-14.664775565130183,128.43682828537425,,,,,,,,,,,,,,,,,,,
1979-05-31,,4164.44099,-7.691749949120585,112.36971064947429,,,,,,,,,,,,,,,,,,,
1979-06-29,,4053.34477,-2.667734283347356,91.24573889260856,,,,,,,,,,,,,,,,,,,
1979-07-31,,4711.120980000001,16.22798570870152,109.48689071284198,,,,,,,,,,,,,,,,,,,
1979-08-31,,5012.4313,6.395724526692148,117.01614415289184,,,,,,,,,,,,,,,,,,,
1979-09-28,,4867.042560000001,-2.900563245624921,101.966074195703,,,,,,,,,,,,,,,,,,,
1979-10-31,,5211.1257000000005,7.069655458283064,81.88739801170213,,,,,,,,,,,,,,,,,,,
1979-11-30,,5112.3022900000005,-1.8963927506104872,59.56148062800335,,,,,,,,,,,,,,,,,,,
1979-12-31,,4833.66945,-5.450241871358519,51.83739264363805,,,,,,,,,,,,,,,,,,,
1980-01-31,,4705.18234,-2.658169147251055,26.08461500277921,,,,,,,,,,,,,,,,,,,
1980-02-29,,4429.95758,-5.849396263780083,-17.320978841638645,,,,,,,,,,,,,,,,,,,
1980-03-31,,4110.23794,-7.217216739127341,-22.25381201776664,,,,,,,,,,,,,,,,,,,
1980-04-30,,4093.062030000001,-0.4178811604274024,-9.273923139681672,,,,,,,,,,,,,,,,,,,
1980-05-30,,4107.805380000001,0.3602034342978122,-1.3599810907633847,,,,,,,,,,,,,,,,,,,
1980-06-30,,4034.04737,-1.7955575587663364,-0.4760858277545465,,,,,,,,,,,,,,,,,,,
1980-07-31,,3968.21428,-1.6319364638497036,-15.769212957040224,1170.9417626618697,,3748.044453,,,,,,,,,,,,,,,,
1980-08-29,,3632.10559,-8.470023700433838,-27.53804745413668,1115.3811285821416,,3807.353072666667,,,,,,,,,,,,,,,,
1980-09-30,,3705.031700000001,2.0078191063823247,-23.87509140663854,1062.9123657207017,,3863.842432666667,,,,,,,,,,,,,,,,
1980-10-31,,4039.07853,9.016031630714515,-22.49124733260609,1001.4534781864868,,3932.6476313333337,,,,,,,,,,,,,,,,
1980-11-28,,3998.59963,-1.0021815545141255,-21.784757567612463,929.6398392398928,,4000.5696443333336,,,,,,,,,,,,,,,,
1980-12-31,,3766.77233,-5.797712235570829,-22.07219858610729,860.7984396106981,,4055.480616,,,,,,,,,,,,,,,,
1981-01-30,,3749.31094,-0.4635637216757415,-20.31528920513631,793.1420982177762,,4105.494786666667,,,,,,,,,,,,,,,,
1981-02-27,,3506.98122,-6.463313496212719,-20.83488031955376,727.0329408312648,,4145.404016,,,,,,,,,,,,,,,,
1981-03-31,,3440.4489500000004,-1.8971379036925584,-16.295625698010063,663.7945986479934,,4179.757923,,,,,,,,,,,,,,,,
1981-04-30,,3064.66809,-10.922436736054465,-25.125295743441256,651.037845773601,,4186.412577666667,,,,,,,,,,,,,,,,
1981-05-29,,3274.16031,6.835722950996637,-20.294171531563656,647.5019631168745,,4188.752248000001,,,,,,,,,,,,,,,,
1981-06-30,,3106.95746,-5.106739871267941,-22.98163172040293,651.7340238819394,,4186.202453333333,,,,,,,,,,,,,,,,
1981-07-31,,2969.9762400000004,-4.408854056212263,-25.155850202726448,684.0878442372824,,4160.809473333334,,,,,,,,,,,,,,,,
1981-08-31,,3224.7624600000004,8.578729235894489,-11.21506850245506,665.9835871508171,,4089.700925333333,,,,,,,,,,,,,,,,
1981-09-30,,3468.5868600000003,7.561003423489376,-6.381722455977911,635.3164736509127,,4029.0958583333336,,,,,,,,,,,,,,,,
1981-10-30,,4223.59108,21.76691115066958,4.568184268504427,629.9311384955781,,4019.500545,,,,,,,,,,,,,,,,
1981-11-30,,4094.01943,-3.067807643916132,2.386330436388296,629.503470539897,,4017.1531596666673,,,,,,,,,,,,,,,,
1981-12-31,,4050.07757,-1.0733183061615303,7.521167067721346,629.4972759259864,,4017.044253,,,,,,,,,,,,,,,,
1982-01-29,,4296.42436,6.082520291086668,14.59237253872574,618.1818750866906,,4003.221032333334,,,,,,,,,,,,,,,,
1982-02-26,,4734.379800000001,10.193486567048527,34.998721207865515,604.461195844434,,3993.952649,,,,,,,,,,,,,,,,
1982-03-31,,4880.1513700000005,3.0790003370663177,41.84635322084927,605.1184903502975,,3994.3896093333337,,,,,,,,,,,,,,,,
1982-04-30,,4183.59536,-14.273245995646244,36.51055308896436,561.372744261309,,3960.138598,,,,,,,,,,,,,,,,
1982-05-31,,4308.96526,2.996702338822743,31.6052010904744,522.3200422480037,,3933.360697000001,,,,,,,,,,,,,,,,
1982-06-30,,4364.9783800000005,1.2999204361188177,40.4904455949648,501.0383757665037,,3917.7376613333336,,,,,,,,,,,,,,,,
1982-07-30,,4153.265200000001,-4.850268697092597,39.84169785816199,480.853928435381,,3899.3404233333335,,,,,,,,,,,,,,,,
1982-08-31,,4255.10664,2.452081316646937,31.951010121843183,475.2273667520336,,3893.5120586666662,,,,,,,,,,,,,,,,
1982-09-30,,4230.5567200000005,-0.576951932748726,21.96773183878118,477.6211489446969,,3897.5226846666674,,,,,,,,,,,,,,,,
1982-10-29,,4204.60372,-0.613465359708032,-0.4495548844657637,479.6257630213081,,3901.240741000001,,,,,,,,,,,,,,,,
