,retail_sales,oil_price_oil,oil_price_mom_oil,oil_price_yoy_oil,oil_volatility_1m_oil,oil_volatility_3m_oil,oil_price_30d_avg_oil,oil_price_90d_avg_oil,oil_price_180d_avg_oil,oil_momentum_oil,iip_durable_iip,iip_nondurable_iip,iip_combined_iip,iip_durable_yoy_iip,iip_nondurable_yoy_iip,iip_combined_yoy_iip,iip_durable_mom_iip,iip_nondurable_mom_iip,iip_combined_mom_iip,iip_durable_3m_avg_iip,iip_durable_6m_avg_iip,iip_nondurable_3m_avg_iip,iip_nondurable_6m_avg_iip,iip_combined_3m_avg_iip,iip_combined_6m_avg_iip,cpi_index_cpi,inflation_mom_cpi,inflation_yoy_cpi,cpi_3m_avg_cpi,cpi_6m_avg_cpi,lending_rate_lending,interest_rate_lending,rate_spread_lending,lending_rate_mom_lending,lending_rate_3m_avg_lending,lending_rate_6m_avg_lending,wpi_index_wpi,wpi_inflation_wpi,wpi_mom_wpi,wpi_3m_avg_wpi,wpi_6m_avg_wpi,interest_rate_repo,usd_inr_usd_inr,log_retail_sales
2016-09-01,2450.2,44.4808601666666,0.2160218173123507,-3.5224228647585787,25.339018999579977,26.383824610907148,60.96376708292576,84.33124649775992,67.76250699655344,-0.277091592799531,10.3,12.7,11.5,-467.8571428571429,693.7499999999999,-2006.105263157895,41.09589041095892,12.389380530973447,23.655913978494624,5.933333333333335,6.916666666666668,12.833333333333334,10.233333333333333,9.383333333333336,8.575000000000001,130.9,-0.1525553012967084,4.385964912280693,131.03333333333333,129.85,14.0,6.58,7.6867,-0.3558718861210064,14.166666666666666,14.4,111.4,1.364877161055511,0.1798561151079125,111.46666666666664,110.91666666666669,6.689130434782608,66.85,7.80392493286007
2016-10-01,2650.5,49.2526210833333,10.727672303969072,5.521898144544557,23.97051833186611,26.396844185908375,59.087009809036864,84.32143560007474,67.92474378034973,-0.2992646604206476,1.5,5.6,3.55,-91.52542372881356,-63.39869281045751,-78.48484848484848,-85.4368932038835,-55.90551181102362,-69.1304347826087,6.366666666666667,5.616666666666667,9.866666666666667,11.133333333333333,8.116666666666667,8.375,131.4,0.381970970206269,4.203013481364004,131.13333333333333,130.53333333333333,14.0,6.58,7.6867,-0.3558718861210064,14.166666666666666,14.4,111.5,1.2715712988192518,0.0897666068222502,111.36666666666667,111.33333333333331,6.689130434782608,66.77622950819672,7.882503580427861
2016-11-01,2800.8,44.4561943181818,-9.738419315869818,4.5929534435457775,22.334183156040613,26.586548996497697,57.007108738161456,84.1709115323138,68.07038930433963,-0.3227219748442901,6.8,3.3,5.05,-251.11111111111111,-37.735849056603776,1162.5000000000002,353.3333333333333,-41.07142857142857,42.253521126760575,6.2,5.1000000000000005,7.199999999999999,9.8,6.7,7.449999999999999,131.2,-0.1522070015220866,3.633491311216419,131.16666666666666,130.96666666666667,14.0,6.58,7.6867,-0.3558718861210064,14.166666666666666,14.4,111.9,1.8198362147406664,0.3587443946188484,111.6,111.58333333333331,6.680366543185805,66.7,7.937660369640456
2016-12-01,3050.3,52.7356491249999,18.623849687988137,47.798027229479054,20.0596579704827,26.74635139089585,55.129833102645584,83.98891567663198,68.2620317994785,-0.3436058477656448,-5.0,-0.2,-2.6,-196.15384615384613,-103.7037037037037,-149.0566037735849,-173.52941176470588,-106.06060606060606,-151.4851485148515,1.1000000000000003,3.516666666666667,2.9,7.866666666666667,2.0,5.6916666666666655,130.4,-0.609756097560965,3.4099920697858943,131.0,131.01666666666668,14.0,6.58,7.6867,-0.3558718861210064,14.166666666666666,14.4,111.7,2.10237659963437,-0.178731009830213,111.7,111.58333333333331,6.671885357769545,68.29,8.022995225420104
2017-01-01,2500.5,54.07752825,2.5445389357385606,92.59203283849946,17.578914044154118,26.856637281294585,53.38921217158498,83.869503659603,68.4573514008674,-0.3634252041329214,-2.0,9.6,3.8,-164.51612903225805,174.28571428571428,15.15151515151516,-60.0,-2397.0,-246.15384615384616,-0.0666666666666661,3.1500000000000004,4.233333333333333,7.05,2.083333333333333,5.1,130.3,-0.0766871165644111,3.1670625494853555,130.63333333333335,130.88333333333333,14.0,6.58,7.6867,-0.3558718861210064,14.166666666666666,14.4,112.6,4.259259259259252,0.8057296329453845,112.06666666666666,111.71666666666668,6.6631214661727425,67.845,7.824245990858959
2017-02-01,2450.3,54.8626847,1.4519089082071668,79.72684981567674,15.014309289100884,27.00199508665297,51.82156872491832,83.67932024398895,68.6536441667446,-0.3807123603081506,-4.6,10.4,2.9000000000000004,-168.65671641791045,642.857142857143,-28.395061728395056,129.99999999999997,8.333333333333348,-23.684210526315773,-3.866666666666666,1.1666666666666674,6.599999999999999,6.9,1.3666666666666665,4.033333333333332,130.6,0.2302379125095788,3.650793650793638,130.43333333333337,130.8,13.948333333333332,6.562777777777778,7.6074777777777784,-0.6023414110602813,14.097777777777779,14.359814814814815,113.0,5.50887021475257,0.355239786856143,112.43333333333334,112.01666666666668,6.65435757457594,67.4,7.8039657450221
2017-03-01,2550.8,51.4696296521739,-6.184631806445484,41.3173520212907,12.361238512685212,27.16364048337296,50.3052532451423,83.49896446234645,68.81008655370111,-0.3975344057371242,-0.6,7.5,3.45,-127.27272727272728,-302.70270270270265,-560.0,-86.95652173913044,-27.884615384615387,18.96551724137929,-2.399999999999999,-0.6499999999999994,9.166666666666666,6.033333333333334,3.3833333333333333,2.691666666666666,130.9,0.2297090352220587,3.888888888888897,130.6,130.79999999999998,13.901666666666667,6.547222222222222,7.535922222222222,-0.8249590464893037,14.035555555555556,14.323518518518517,113.2,5.106778087279484,0.1769911504424737,112.93333333333334,112.31666666666666,6.646441801520764,66.83,7.844162314441117
2017-04-01,2500.2,52.4906910555555,1.9838133871990624,31.62458079768595,10.276852072057748,27.3384461866734,49.160688334295735,83.27036893367081,68.96264925022189,-0.4096256692046749,-0.7,8.8,4.050000000000001,-107.5268817204301,3998.9999999999955,-14.736842105263149,16.666666666666675,17.333333333333336,17.391304347826097,-1.966666666666666,-1.0166666666666662,8.9,6.566666666666666,3.4666666666666672,2.775,131.1,0.1527883880825031,2.9850746268656803,130.86666666666667,130.75,13.85,6.529999999999999,7.4567000000000005,-1.0714285714285787,13.966666666666669,14.283333333333331,113.2,3.8532110091743066,0.0,113.13333333333333,112.6,6.637677909923961,65.51885245901639,7.824126007656463
2017-05-01,2400.6,50.567623025,-3.6636363360508017,12.355502840022137,8.774398032771773,27.548664539978216,48.260227390129074,82.97233289783748,69.10472012693081,-0.41835759337331,0.6,9.7,5.15,-93.93939393939394,-14.15929203539824,-51.415094339622655,-185.7142857142857,10.227272727272709,27.160493827160455,-0.2333333333333327,-2.0499999999999994,8.666666666666666,7.633333333333333,4.216666666666668,2.791666666666666,131.4,0.2288329519450904,2.177293934681201,131.13333333333333,130.78333333333333,13.817032967032967,6.529999999999999,7.4567000000000005,-0.9562394799630534,13.933699633699634,14.228388278388277,112.9,2.264492753623193,-0.2650176678445248,113.1,112.76666666666668,6.6291967245077,64.25,7.783473985091244
2017-06-01,2480.9,46.555774,-7.933631808275021,-0.8673571981547501,8.42969420159978,27.80318868612433,47.77171658219256,82.65610569095917,69.2297421283197,-0.4220424954351826,-3.5,4.8,0.6499999999999999,-177.77777777777777,-57.89473684210527,-91.8238993710692,-683.3333333333334,-50.51546391752577,-87.37864077669903,-1.1999999999999995,-1.7999999999999992,7.766666666666667,8.466666666666667,3.283333333333333,3.333333333333333,132.0,0.4566210045662044,1.460415065334364,131.5,131.04999999999998,13.782967032967033,6.529999999999999,7.4567,-0.837210752115344,13.899633699633698,14.171611721611722,112.7,0.8952551477170889,-0.1771479185119551,112.93333333333334,112.93333333333334,6.620432832910899,64.39,7.816376676551386
2017-07-01,2520.4,47.8576328809523,2.796342470758417,9.969168824170628,8.426726074910809,28.037639053819703,47.8140837639386,82.33664798685862,69.3557110791076,-0.4192855194740259,-2.4,4.1,0.8499999999999999,-1299.9999999999998,-71.72413793103449,-88.43537414965986,-31.428571428571427,-14.583333333333336,30.76923076923077,-1.7666666666666664,-1.866666666666666,6.199999999999999,7.550000000000001,2.2166666666666663,2.8416666666666663,134.2,1.6666666666666607,2.3646071700991644,132.53333333333333,131.70000000000002,13.75,6.529999999999999,7.4567,-0.7220216606498187,13.866666666666664,14.116666666666667,113.9,1.878354203935606,1.0647737355811815,113.16666666666669,113.15,6.611951647494638,64.22770491803279,7.832172898067901
2017-08-01,2580.7,50.6335708809523,5.800408070548002,14.07816811727396,8.287652774149736,28.22227282409868,47.620856721081445,82.08041791022724,69.49336526076947,-0.4198268243082632,4.3,7.2,5.75,-41.0958904109589,-36.283185840707965,-38.17204301075269,-279.1666666666667,75.609756097561,576.4705882352941,-0.5333333333333327,-0.3833333333333326,5.366666666666667,7.016666666666667,2.4166666666666665,3.3166666666666664,135.4,0.8941877794336861,3.279938977879482,133.86666666666667,132.5,13.733152173913043,6.4626086956521736,7.540939130434782,-0.6012613975257205,13.83297101449275,14.066123188405799,114.8,3.237410071942448,0.7901668129938422,113.8,113.45,6.603187755897835,64.06,7.855815958945095
2017-09-01,2650.2,54.52330775,7.682130257399988,22.577008505917085,8.267944216182947,28.368554525299317,47.59907444305114,81.8193624407828,69.64352117684089,-0.4182419292560336,-4.1,10.5,3.2,-139.80582524271844,-17.322834645669282,-72.17391304347827,-195.3488372093023,45.83333333333333,-44.34782608695652,-0.7333333333333325,-0.966666666666666,7.266666666666666,7.516666666666666,3.266666666666667,3.275,135.2,-0.1477104874446189,3.2849503437738514,134.9333333333333,133.21666666666667,13.716304347826087,6.395217391304348,7.625178260869565,-0.4805011344016223,13.79927536231884,14.015579710144928,114.9,3.14183123877918,0.0871080139372981,114.53333333333336,113.73333333333336,6.5944238643010324,64.02,7.882390387830536
2017-10-01,2850.5,56.0595180952381,2.817529619226189,13.820375164172116,8.141201936520247,28.49693284947212,47.49871479289242,81.50800454184099,69.8055068268869,-0.4172509183621392,-9.0,8.2,-0.4000000000000003,-700.0,46.428571428571416,-111.26760563380284,119.51219512195124,-21.90476190476192,-112.5,-2.933333333333332,-2.349999999999999,8.633333333333333,7.416666666666667,2.85,2.5333333333333328,136.1,0.6656804733727872,3.5768645357686424,135.56666666666666,134.04999999999998,13.7,6.33,7.7067,-0.363636363636366,13.766666666666666,13.966666666666669,115.6,3.677130044843047,0.6092254134029584,115.1,114.13333333333333,6.585942678884773,64.28557377049181,7.955249696471636
2017-11-01,3000.8,61.3159045454545,9.376438879275527,37.92432187650705,7.9792229196423055,28.571097486110222,47.41519891107424,81.34305428370408,70.01458123044631,-0.4170959115242714,3.1,21.864000000000026,13.4,-54.41176470588235,618.1818181818181,165.34653465346537,-134.44444444444446,189.02439024390247,-1721.0625000000005,-3.3333333333333326,-1.9333333333333325,14.133333333333333,9.749999999999998,5.4,3.9083333333333328,137.6,1.102130786186617,4.878048780487809,136.29999999999998,135.08333333333334,13.59891304347826,6.289565217391305,7.713439130434782,-0.9789677158766343,13.716123188405797,13.90769927536232,116.4,4.021447721179627,0.6920415224913601,115.63333333333333,114.71666666666668,6.57717878728797,64.56,8.006634198767678
2017-12-01,3250.3,62.2900801578947,1.5887812789551647,18.11759443834251,8.013496494348042,28.63242733319873,47.43335277665486,81.20926528545846,70.21002555804307,-0.4159120562176986,2.1,16.8,9.45,-142.0,-6823.0,-463.4615384615385,-32.258064516129025,-29.11392405063291,-29.477611940298495,-1.2666666666666655,-0.999999999999999,15.316666666666666,11.75,7.483333333333334,5.375,137.2,-0.2906976744186051,5.21472392638036,136.96666666666667,135.95000000000002,13.501086956521739,6.2504347826086954,7.719960869565217,-1.5744496696575392,13.667210144927536,13.850634057971014,115.7,3.5810205908684,-0.6013745704467333,115.90000000000002,115.21666666666664,6.568697601871709,64.5,8.086502578755997
2018-01-01,2700.5,67.0601533863636,7.657837678772572,24.00743073230902,8.6403257588711,28.66007170895044,47.79202354862455,81.13723307560998,70.41817891018954,-0.4109729684263669,7.6,10.7,9.15,-480.0,11.458333333333323,140.7894736842105,261.90476190476187,-36.30952380952381,-3.1746031746031966,4.266666666666668,0.6666666666666675,15.316666666666666,12.85,10.666666666666666,6.758333333333333,136.9,-0.218658892128265,5.065234075211045,137.23333333333332,136.4,13.4,6.21,7.726699999999999,-2.1897810218978075,13.616666666666667,13.791666666666666,116.0,3.0195381882770933,0.2592912705272177,116.03333333333336,115.56666666666666,6.559933710274907,64.235,7.901192220032946
