date,gold_price,gold_price_mom,gold_price_yoy,gold_volatility_1m,gold_volatility_3m,gold_price_30d_avg,gold_price_90d_avg,gold_price_180d_avg,gold_trend
1993-07-30,12093.22858,1.0720315436931085,3.5026937275822068,1116.667271335149,2236.5604806077345,10730.980253,7956.861292888889,6023.317034111111,4707.663218888889
1993-08-31,12092.62253,-0.005011482219086,-1.7154891148392082,1103.2819558361805,2260.207309584345,10828.344827666668,8032.47523588889,6077.666579611112,4750.678248055556
1993-09-30,11931.711700000002,-1.3306528803061823,0.2250989827825789,1075.8606244361292,2276.9390181023155,10919.885071333334,8107.1211992222225,6130.565912722222,4789.3191586111125
1993-10-29,12283.580080000002,2.949018454745267,9.950886632673583,1078.551139062167,2298.3705279321366,11005.7606,8185.277806777779,6182.891199555555,4822.869400444446
1993-11-30,12227.11599,-0.4596712817620307,6.919776521405985,1073.9784246324152,2320.364832258126,11088.277322333335,8259.169687000001,6233.019787277778,4855.257535055557
1993-12-31,12065.82709,-1.3191082846675362,2.9105003414935826,1050.344562482853,2339.978718147032,11170.407101,8328.50653111111,6282.366319444444,4888.040781555556
1994-01-31,11904.4638,-1.337357885177526,-1.1102972023692923,1019.8062448139218,2353.788616610984,11244.405824333337,8396.781997555556,6327.770198111112,4916.635626222223
1994-02-28,11875.3838,-0.2442781169194718,-2.143496185505789,1000.422178815402,2366.058859347275,11305.200233666666,8463.851317666667,6363.977780888889,4941.222452777777
1994-03-31,11817.5531,-0.4869796292394368,-1.3553160242355975,957.7806244853932,2377.4738526905003,11375.364928333334,8528.450318333333,6400.2600821666665,4975.104846166668
1994-04-29,12074.745,2.176354934254543,0.1911120895022433,917.2639811494614,2390.422537952781,11451.572158333332,8596.537265333334,6442.278385055557,5009.293773277776
1994-05-31,12278.6924,1.6890410522126809,3.754376758910571,872.361696805524,2405.7119616169434,11534.978120666668,8665.990197111112,6487.357559555557,5047.62056111111
1994-06-30,12101.2059,-1.4454837226804296,1.1387038912254788,788.7137604185615,2416.0406953486536,11621.554114,8733.46915988889,6532.067899166667,5089.486214833333
1994-07-29,12166.8886,0.54277813750776,0.6091013620781016,701.2251628353437,2428.3353794183304,11705.283429,8799.061386444446,6573.488830388889,5131.794598611112
1994-08-31,12118.522,-0.3975264473120909,0.2141757913616038,567.7659503032299,2437.3440045400084,11792.497191333334,8864.767118222222,6612.967112055557,5179.530079277777
1994-09-30,12110.8013,-0.0637099144598751,1.5009548043303678,436.058650105522,2438.164204753916,11867.789205333334,8935.494115444444,6653.210216166668,5214.578989166666
1994-10-31,12720.6802,5.035826159578738,3.5584098215118987,371.0143068131478,2446.2410194652784,11944.229328333337,9013.165559111112,6694.92996338889,5249.299364944444
1994-11-30,13245.2838,4.124021606957773,8.327129724071568,370.5281103705111,2464.105904592584,12028.302050000002,9094.451746333334,6740.1131940000005,5288.188856000002
1994-12-30,13363.8306,0.8950114002087339,10.757683665761842,430.85381863227866,2481.974754185622,12090.05237,9176.591692,6787.502978166666,5302.549391833335
