,cpi_index_cpi,cpi_6m_avg_cpi,cpi_3m_avg_cpi,gdp_growth_macro,iip_durable_yoy_iip,iip_combined_yoy_iip,iip_nondurable_mom_iip,unemployment_macro,iip_combined_mom_iip,inflation_mom_cpi,interest_rate_macro,inflation_macro,log_retail_sales
96,176.5,175.83333333333334,176.23333333333332,4.2,86.36363636363633,30.76923076923068,-17.721518987341778,3.9,-48.48484848484848,0.4553215708594349,6.25,6.6,8.188828003688922
97,176.8,176.25,176.33333333333334,4.4,-57.73195876288659,-150.9090909090909,92.3076923076923,4.0,-594.1176470588238,0.1699716713881027,6.5,6.4,8.174787385941196
98,177.2,176.5666666666667,176.83333333333334,4.6,158.06451612903226,32.00000000000001,-115.2,4.1,-217.8571428571429,0.2262443438913797,6.5,6.2,8.202701600642722
99,178.1,176.79999999999998,177.36666666666667,4.8,-131.94444444444443,42.18750000000002,-700.0000000000001,4.2,-191.919191919192,0.5079006772009009,6.5,6.0,8.188744678456604
100,179.1,177.23333333333335,178.13333333333333,5.0,-97.46192893401016,-82.8099173553719,-21.92982456140351,4.3,14.28571428571428,0.5614823133071267,6.5,5.8,8.160689661356734
101,181.0,178.11666666666665,179.4,5.2,-126.98412698412696,-122.41992882562278,-94.3820224719101,4.4,-160.5769230769231,1.06085985482971,6.5,5.6,8.183369444447948
102,186.3,179.75,182.13333333333333,5.4,-256.52173913043475,-883.3333333333334,1560.0000000000002,4.5,-174.60317460317464,2.2008660361372043,6.5,5.4,8.194339795953015
103,186.2,181.3166666666667,184.5,5.6,-236.36363636363632,-218.6567164179104,19.27710843373493,4.6,238.29787234042547,-0.0536768652710795,6.5,5.2,8.210858230465247
104,184.1,182.46666666666667,185.5333333333333,5.8,-118.1818181818182,-133.03571428571428,-72.72727272727273,4.7,-76.72955974842768,-1.082979967831554,6.5,5.0,8.229564450875618
105,185.3,183.66666666666663,185.2,6.0,-187.8453038674033,-181.0289389067524,244.44444444444449,4.8,581.0810810810812,0.6518196632265161,6.5,4.8,8.281597432162789
106,186.3,184.86666666666667,185.2333333333333,6.2,-196.0,-154.66666666666666,-136.55913978494624,4.9,-132.53968253968253,0.5396654074473872,6.5,4.6,8.318937355609807
107,185.7,185.65,185.76666666666665,6.4,-146.42857142857144,-348.48484848484856,-188.23529411764704,5.0,-200.0,-0.3220611916264215,6.5,4.4,8.37800008722196
