date,iip_durable,iip_nondurable,iip_combined,iip_durable_yoy,iip_nondurable_yoy,iip_combined_yoy,iip_durable_mom,iip_nondurable_mom,iip_combined_mom,iip_durable_3m_avg,iip_durable_6m_avg,iip_nondurable_3m_avg,iip_nondurable_6m_avg,iip_combined_3m_avg,iip_combined_6m_avg
2021-09-01,1.6,-0.1,0.75,-69.81132075471697,-104.16666666666669,-80.51948051948052,-85.58558558558559,-101.69491525423727,-91.17647058823528,10.7,21.70476190476191,1.166666666666669,0.7500000000000009,5.933333333333333,11.227380952380948
2021-10-01,-3.2,0.7,-1.25,-117.67955801104972,-90.4109589041096,-109.84251968503938,-300.0,-799.9999999999999,-266.6666666666667,3.1666666666666665,22.88333333333334,2.166666666666669,0.0833333333333345,2.6666666666666665,11.483333333333327
2021-11-01,-5.7,-0.8,-3.25,78.125,14.285714285714302,66.66666666666666,78.125,-214.28571428571436,160.0,-2.4333333333333336,8.533333333333337,-0.0666666666666644,-0.0833333333333321,-1.25,4.224999999999998
2021-12-01,-1.9,0.3,-0.7999999999999999,-129.23076923076923,-84.21052631578947,-119.04761904761904,-66.66666666666667,-137.5,-75.38461538461539,-3.6,3.5500000000000043,0.0666666666666688,0.6166666666666679,-1.7666666666666666,2.083333333333331
2022-01-01,-4.4,3.1,-0.6500000000000001,4300.0,-157.4074074074074,-76.36363636363636,131.57894736842107,933.3333333333334,-18.74999999999998,-4.000000000000001,-0.4166666666666622,0.8666666666666689,1.5166666666666675,-1.5666666666666669,0.5499999999999976
2022-02-01,-9.7,-6.8,-8.25,-246.96969696969697,78.94736842105263,-689.2857142857143,120.4545454545454,-319.3548387096774,1169.230769230769,-5.333333333333333,-3.883333333333329,-1.133333333333331,-0.5999999999999988,-3.233333333333333,-2.241666666666669
2022-03-01,-3.1,-4.4,-3.75,-105.17529215358933,-115.06849315068492,-108.41750841750842,-68.04123711340206,-35.29411764705882,-54.54545454545454,-5.733333333333333,-4.666666666666663,-2.699999999999998,-1.3166666666666655,-4.216666666666666,-2.991666666666669
2022-04-01,7.2,-0.8,3.2,-87.97996661101837,-102.73972602739728,-92.81705948372615,-332.258064516129,-81.81818181818181,-185.33333333333331,-1.8666666666666665,-2.9333333333333287,-3.999999999999998,-1.5666666666666655,-2.9333333333333336,-2.250000000000002
2022-05-01,53.52179699929056,1.4,30.25,-26.49253731343284,599.9999999999999,-24.937965260545912,720.8333333333334,-275.0,845.3125,21.066666666666663,7.866666666666672,-1.2666666666666648,-1.199999999999999,9.9,3.333333333333331
2022-06-01,25.2,2.9,14.05,-9.999999999999998,-174.35897435897436,16.597510373443967,-57.36040609137056,107.14285714285715,-53.55371900826447,30.5,12.383333333333338,1.1666666666666687,-0.7666666666666656,15.833333333333334,5.808333333333331
2022-07-01,2.3,-2.9,-0.3,-88.14432989690721,26.086956521739136,-103.50877192982458,-90.87301587301587,-200.0,-102.13523131672598,28.86666666666667,13.500000000000004,0.4666666666666687,-1.7666666666666655,14.666666666666666,5.866666666666664
2022-08-01,-4.4,-9.0,-6.7,-139.63963963963965,-252.54237288135596,-178.8235294117647,-291.304347826087,210.3448275862069,1780.3093215346685,7.699999999999999,14.383333333333336,-2.999999999999998,-2.1333333333333324,2.35,6.124999999999997
2022-09-01,-5.5,-5.7,-5.6,-443.75,4178.210154331836,-846.6666666666665,25.0,-36.66666666666667,-16.417910447761198,-2.5333333333333337,13.983333333333336,-5.8666666666666645,-2.349999999999999,-4.2,5.816666666666664
2022-10-01,-18.1,-13.0,-15.55,465.625,-1957.142857142857,1144.0000000000002,229.0909090909091,128.0701754385965,177.67857142857144,-9.333333333333334,9.766666666666673,-9.233333333333333,-4.383333333333332,-9.283333333333331,2.691666666666664
2022-11-01,5.0,10.0,7.5,-187.71929824561403,-1350.0,-330.7692307692308,-127.6243093922652,-176.9230769230769,-148.2315112540193,-6.2,0.750000000000003,-2.899999999999998,-2.9499999999999997,-4.55,-1.1000000000000023
2022-12-01,-11.2,7.9,-1.6499999999999997,489.4736842105263,2533.333333333333,106.24999999999996,-324.0,-21.0,-122.0,-8.1,-5.316666666666664,1.6333333333333355,-2.116666666666666,-3.233333333333333,-3.716666666666669
2023-01-01,-8.2,6.5,-0.8499999999999996,86.36363636363633,109.6774193548387,30.76923076923068,-26.78571428571429,-17.721518987341778,-48.48484848484848,-4.799999999999999,-7.066666666666663,8.133333333333335,-0.5499999999999989,1.666666666666667,-3.808333333333336
2023-02-01,-4.1,12.5,4.2,-57.73195876288659,-283.8235294117647,-150.9090909090909,-50.0,92.3076923076923,-594.1176470588238,-7.833333333333333,-7.016666666666663,8.966666666666669,3.0333333333333345,0.566666666666667,-1.9916666666666687
2023-03-01,-8.0,-1.9,-4.95,158.06451612903226,-56.81818181818182,32.00000000000001,95.1219512195122,-115.2,-217.8571428571429,-6.766666666666666,-7.43333333333333,5.700000000000003,3.666666666666668,-0.5333333333333332,-1.883333333333336
2023-04-01,-2.3,11.4,4.550000000000001,-131.94444444444443,-1525.0,42.18750000000002,-71.25,-700.0000000000001,-191.91919191919197,-4.8,-4.799999999999996,7.333333333333336,7.733333333333334,1.2666666666666668,1.4666666666666643
2023-05-01,1.5,8.9,5.2,-97.46192893401016,535.7142857142858,-82.8099173553719,-165.2173913043478,-21.92982456140351,14.28571428571428,-2.933333333333332,-5.383333333333329,6.133333333333336,7.550000000000001,1.6000000000000003,1.0833333333333313
2023-06-01,-6.8,0.5,-3.15,-126.98412698412696,-82.75862068965517,-122.41992882562278,-553.3333333333334,-94.3820224719101,-160.5769230769231,-2.5333333333333328,-4.649999999999996,6.933333333333335,6.316666666666667,2.2,0.8333333333333313
2023-07-01,-3.6,8.3,2.3500000000000005,-256.52173913043475,-386.2068965517241,-883.3333333333334,-47.05882352941176,1560.0000000000002,-174.60317460317464,-2.9666666666666663,-3.8833333333333298,5.900000000000002,6.616666666666668,1.4666666666666668,1.3666666666666645
2023-08-01,6.0,9.9,7.95,-236.36363636363632,-210.0,-218.6567164179104,-266.66666666666663,19.27710843373493,238.29787234042547,-1.466666666666666,-2.1999999999999966,6.233333333333335,6.183333333333335,2.3833333333333337,1.9916666666666647
2023-09-01,1.0,2.7,1.85,-118.1818181818182,-147.3684210526316,-133.03571428571428,-83.33333333333334,-72.72727272727273,-76.72955974842768,1.1333333333333335,-0.6999999999999963,6.966666666666669,6.950000000000002,4.05,3.124999999999998
2023-10-01,15.9,9.3,12.6,-187.8453038674033,-171.53846153846155,-181.0289389067524,1490.0,244.44444444444449,581.0810810810812,7.633333333333334,2.333333333333337,7.300000000000002,6.600000000000001,7.466666666666668,4.466666666666665
2023-11-01,-4.8,-3.4,-4.1,-196.0,-134.0,-154.66666666666666,-130.18867924528303,-136.55913978494624,-132.53968253968253,4.033333333333334,1.2833333333333372,2.8666666666666685,4.550000000000002,3.4500000000000006,2.9166666666666647
2023-12-01,5.2,3.0,4.1,-146.42857142857144,-62.0253164556962,-348.48484848484856,-208.33333333333331,-188.23529411764704,-200.0,5.433333333333335,3.283333333333337,2.966666666666669,4.966666666666668,4.2,4.124999999999997
2024-01-01,11.6,0.3,5.95,-241.4634146341464,-95.3846153846154,-800.0000000000003,123.07692307692308,-90.0,45.12195121951221,4.000000000000001,5.81666666666667,-0.0333333333333318,3.633333333333334,1.9833333333333332,4.724999999999999
2024-02-01,12.6,-3.2,4.699999999999999,-407.3170731707317,-125.6,11.904761904761884,8.62068965517242,-1166.6666666666667,-21.008403361344552,9.8,6.916666666666671,0.0333333333333346,1.4500000000000008,4.916666666666667,4.183333333333332
2024-03-01,9.5,5.2,7.35,-218.75,-373.6842105263158,-248.48484848484844,-24.603174603174605,-262.5,56.38297872340428,11.233333333333334,8.333333333333337,0.766666666666668,1.866666666666668,6.0,5.099999999999998
2024-04-01,10.5,-2.5,4.0,-556.5217391304349,-121.9298245614035,-12.0879120879121,10.526315789473696,-148.0769230769231,-45.578231292517,10.866666666666667,7.433333333333337,-0.1666666666666652,-0.0999999999999992,5.349999999999999,3.666666666666664
2024-05-01,12.6,2.8,7.699999999999999,740.0,-68.53932584269663,48.07692307692306,20.0,-212.0,92.5,10.866666666666667,10.333333333333336,1.8333333333333348,0.933333333333334,6.349999999999999,5.633333333333332
2024-06-01,8.8,-1.0,3.9,-229.41176470588235,-300.0,-223.80952380952385,-30.15873015873015,-135.71428571428572,-49.35064935064935,10.633333333333336,10.933333333333335,-0.2333333333333319,0.2666666666666674,5.2,5.599999999999998
2024-07-01,8.2,-4.2,2.0,-327.77777777777777,-150.60240963855424,-14.89361702127664,-6.818181818181834,320.0,-48.71794871794874,9.866666666666667,10.36666666666667,-0.7999999999999986,-0.4833333333333326,4.533333333333333,4.941666666666665
2024-08-01,5.4,-4.4,0.5,-9.999999999999998,-144.44444444444443,-93.71069182389935,-34.14634146341462,4.761904761904767,-75.0,7.466666666666666,9.16666666666667,-3.199999999999999,-0.6833333333333327,2.1333333333333333,4.2416666666666645
2024-09-01,6.3,2.2,4.25,530.0,-18.518518518518512,129.72972972972974,16.66666666666665,-150.0,750.0,6.633333333333334,8.633333333333338,-2.133333333333332,-1.183333333333333,2.25,3.724999999999998
2024-10-01,5.5,2.8,4.15,-65.40880503144655,-69.89247311827957,-67.06349206349206,-12.698412698412698,27.27272727272725,-2.35294117647058,5.733333333333334,7.800000000000004,0.2000000000000013,-0.2999999999999994,2.966666666666667,3.749999999999998
2024-11-01,14.1,0.6,7.35,-393.75,-117.64705882352942,-279.26829268292687,156.36363636363637,-78.57142857142857,77.10843373493974,8.633333333333333,8.050000000000004,1.866666666666668,-0.666666666666666,5.25,3.691666666666664
2024-12-01,8.1,-7.1,0.5,55.769230769230745,-336.6666666666667,-87.8048780487805,-42.55319148936171,-1283.3333333333337,-93.19727891156462,9.233333333333333,7.933333333333337,-1.2333333333333318,-1.683333333333333,4.0,3.124999999999998
2025-01-01,7.1,0.1,3.6,-38.793103448275865,-66.66666666666666,-39.49579831932773,-12.34567901234568,-101.40845070422534,619.9999999999999,9.766666666666666,7.7500000000000036,-2.133333333333332,-0.966666666666666,3.8166666666666655,3.3916666666666644
2025-02-01,3.7,-2.1,0.8,-70.63492063492063,-34.375,-82.97872340425532,-47.88732394366196,-2200.0,-77.77777777777777,6.300000000000001,7.466666666666671,-3.0333333333333314,-0.5833333333333326,1.633333333333333,3.4416666666666647
2025-03-01,6.6,-4.7,0.9499999999999996,-30.52631578947369,-190.3846153846154,-87.0748299319728,78.37837837837836,123.8095238095238,18.74999999999996,5.800000000000001,7.516666666666669,-2.233333333333332,-1.7333333333333325,1.7833333333333332,2.8916666666666644
